Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Revenue,Cost,Profit
34,2023-07-30,1093,Laptop,Electronics,South,4,508.31,2033.24,1131.18,902.06
35,2023-03-03,1184,Phone,Electronics,South,1,1233.21,1233.21,776.9,456.31
36,2023-08-07,1044,Headphones,Accessories,West,5,1291.63,6458.15,3470.06,2988.09
37,2023-05-18,1126,Keyboard,Accessories,East,5,845.59,4227.95,2175.38,2052.57
38,2023-07-17,1035,Laptop,Electronics,North,2,1123.49,2246.98,1525.33,721.65
39,2023-10-30,1184,Keyboard,Accessories,West,2,1046.08,2092.16,1250.84,841.32
40,2023-01-04,1183,Mouse,Accessories,West,1,1064.4,1064.4,781.81,282.59
41,2023-06-17,1190,Mouse,Accessories,West,2,501.31,1002.62,615.73,386.89
42,2023-01-06,1089,Keyboard,Accessories,North,2,392.17,784.34,497.22,287.12
43,2023-11-06,1034,Laptop,Electronics,North,3,724.92,2174.76,1633.03,541.73
44,2023-12-25,1106,Keyboard,Accessories,North,1,888.64,888.64,561.04,327.6
45,2023-10-17,1086,Headphones,Accessories,East,5,664.12,3320.6,1876.72,1443.88
46,2023-01-28,1116,Laptop,Electronics,East,2,743.14,1486.28,771.69,714.59
47,2023-12-09,1039,Phone,Electronics,North,5,1134.31,5671.55,4326.22,1345.33
48,2023-05-19,1128,Headphones,Accessories,South,4,638.28,2553.12,1839.99,713.13
49,2023-09-21,1017,Mouse,Accessories,North,4,918.16,3672.64,1858.66,1813.98
50,2023-06-25,1048,Headphones,Accessories,North,3,1232.03,3696.09,2247.89,1448.2
51,2023-11-15,1114,Headphones,Accessories,South,5,982.37,4911.85,3640.18,1271.67
52,2023-07-08,1136,Headphones,Accessories,North,1,455.4,455.4,321.28,134.12
53,2023-10-06,1050,Mouse,Accessories,South,3,1095.98,3287.94,1750.01,1537.93
54,2023-03-29,1139,Mouse,Accessories,South,2,149.26,298.52,181.11,117.41
55,2023-03-22,1000,Mouse,Accessories,South,2,1205.59,2411.18,1835.07,576.11
56,2023-09-06,1186,Mouse,Accessories,East,1,1470.88,1470.88,768.39,702.49
57,2023-09-29,1037,Headphones,Accessories,South,4,655.92,2623.68,1950.72,672.96
58,2023-08-09,1189,Laptop,Electronics,West,5,881.57,4407.85,3105.13,1302.72
59,2023-04-21,1004,Phone,Electronics,South,3,937.37,2812.11,2007.81,804.3
60,2023-02-27,1192,Monitor,Electronics,East,1,812.93,812.93,425.72,387.21
61,2023-10-04,1024,Keyboard,Accessories,West,2,407.44,814.88,577.69,237.19
62,2023-06-18,1095,Tablet,Electronics,South,4,63.48,253.92,168.6,85.32
63,2023-10-19,1023,Phone,Electronics,North,1,532.5,532.5,327.06,205.44
64,2023-02-24,1120,Mouse,Accessories,North,5,935.84,4679.2,3318.12,1361.08
65,2023-10-30,1041,Phone,Electronics,North,2,520.93,1041.86,589.5,452.36
66,2023-08-27,1016,Phone,Electronics,North,4,270.81,1083.24,619.6,463.64
67,2023-10-05,1042,Phone,Electronics,North,5,562.01,2810.05,1727.94,1082.11
68,2023-01-27,1054,Keyboard,Accessories,West,3,436.67,1310.01,1032.14,277.87
69,2023-08-06,1041,Monitor,Electronics,East,3,148.06,444.18,347.65,96.53
70,2023-11-27,1176,Keyboard,Accessories,North,1,1418.9,1418.9,1050.68,368.22
71,2023-05-23,1073,Headphones,Accessories,East,1,328.9,328.9,239.29,89.61
72,2023-06-15,1159,Mouse,Accessories,South,5,1381.66,6908.3,4177.0,2731.3
73,2023-07-12,1043,Monitor,Electronics,East,1,824.3,824.3,504.37,319.93
74,2023-07-13,1013,Monitor,Electronics,North,1,398.79,398.79,299.13,99.66
75,2023-03-17,1126,Monitor,Electronics,West,3,457.23,1371.69,837.91,533.78
76,2023-02-17,1044,Mouse,Accessories,South,5,334.59,1672.95,1137.12,535.83
77,2023-05-20,1013,Laptop,Electronics,North,1,1450.97,1450.97,1094.78,356.19
78,2023-05-27,1013,Mouse,Accessories,East,4,342.57,1370.28,848.55,521.73
79,2023-08-23,1081,Mouse,Accessories,South,4,1394.33,5577.32,3260.52,2316.8
80,2023-09-10,1142,Phone,Electronics,North,1,999.3,999.3,596.82,402.48
81,2023-11-06,1131,Laptop,Electronics,North,3,382.78,1148.34,861.71,286.63
82,2023-02-19,1159,Keyboard,Accessories,West,5,1091.41,5457.05,3830.15,1626.9
83,2023-04-07,1053,Phone,Electronics,East,4,550.07,2200.28,1283.19,917.09
84,2023-06-07,1169,Monitor,Electronics,West,2,360.36,720.72,376.08,344.64
85,2023-10-26,1015,Tablet,Electronics,East,3,142.36,427.08,220.84,206.24
86,2023-06-22,1152,Phone,Electronics,East,1,757.5,757.5,463.31,294.19
87,2023-11-06,1082,Laptop,Electronics,North,2,1347.1,2694.2,2092.2,602.0
88,2023-03-01,1084,Monitor,Electronics,West,1,761.69,761.69,528.01,233.68
89,2023-01-05,1191,Monitor,Electronics,East,1,418.32,418.32,256.77,161.55
90,2023-04-10,1089,Tablet,Electronics,North,1,1487.92,1487.92,841.78,646.14
91,2023-04-28,1091,Phone,Electronics,North,2,298.03,596.06,321.53,274.53
92,2023-03-17,1085,Keyboard,Accessories,South,3,340.71,1022.13,514.17,507.96
93,2023-08-31,1092,Headphones,Accessories,South,5,1053.36,5266.8,3746.63,1520.17
94,2023-04-11,1143,Monitor,Electronics,East,3,209.74,629.22,430.82,198.4
95,2023-11-07,1165,Headphones,Accessories,South,5,421.81,2109.05,1339.72,769.33
96,2023-12-20,1143,Monitor,Electronics,East,2,744.08,1488.16,958.03,530.13
97,2023-06-19,1053,Phone,Electronics,North,3,1108.24,3324.72,2360.08,964.64
98,2023-10-06,1180,Tablet,Electronics,North,5,1170.86,5854.3,4645.14,1209.16
99,2023-11-02,1100,Mouse,Accessories,South,2,917.75,1835.5,965.17,870.33
100,2023-02-18,1121,Headphones,Accessories,East,2,1390.97,2781.94,2089.36,692.58
101,2023-08-29,1193,Phone,Electronics,South,3,613.05,1839.15,1228.65,610.5
102,2023-10-02,1113,Headphones,Accessories,West,3,1366.58,4099.74,2806.1,1293.64
103,2023-11-10,1075,Mouse,Accessories,West,1,342.42,342.42,212.65,129.77
104,2023-07-27,1052,Phone,Electronics,West,5,1250.25,6251.25,3546.91,2704.34
105,2023-03-07,1106,Keyboard,Accessories,North,1,605.1,605.1,442.78,162.32
106,2023-02-27,1156,Monitor,Electronics,South,5,428.78,2143.9,1338.73,805.17
107,2023-09-02,1181,Tablet,Electronics,East,4,857.39,3429.56,1827.17,1602.39
108,2023-11-21,1025,Tablet,Electronics,East,5,1306.45,6532.25,4190.41,2341.84
109,2023-01-25,1051,Phone,Electronics,West,4,596.74,2386.96,1907.47,479.49
110,2023-11-14,1147,Laptop,Electronics,East,4,1070.43,4281.72,2486.19,1795.53
111,2023-07-02,1047,Phone,Electronics,West,2,660.12,1320.24,736.75,583.49
112,2023-06-02,1028,Laptop,Electronics,East,3,664.79,1994.37,1089.33,905.04
113,2023-03-20,1056,Headphones,Accessories,East,4,1261.73,5046.92,3925.67,1121.25
114,2024-01-01,1138,Phone,Electronics,South,1,238.53,238.53,139.38,99.15
115,2023-10-26,1015,Tablet,Electronics,South,4,1309.71,5238.84,4004.65,1234.19
116,2023-08-21,1168,Phone,Electronics,South,3,86.38,259.14,149.63,109.51
117,2023-01-18,1068,Mouse,Accessories,South,2,337.23,674.46,531.21,143.25
118,2023-08-04,1067,Headphones,Accessories,South,5,603.21,3016.05,1973.21,1042.84
119,2023-11-08,1175,Phone,Electronics,East,1,769.88,769.88,507.57,262.31
120,2023-06-11,1111,Phone,Electronics,North,3,1483.87,4451.61,2891.55,1560.06
121,2023-04-21,1194,Mouse,Accessories,West,5,196.64,983.2,593.68,389.52
122,2023-12-20,1025,Mouse,Accessories,South,2,533.35,1066.7,618.19,448.51
123,2023-01-06,1098,Headphones,Accessories,East,4,76.87,307.48,180.36,127.12
124,2023-01-13,1067,Mouse,Accessories,North,1,973.56,973.56,643.79,329.77
125,2023-12-17,1111,Keyboard,Accessories,North,2,1369.59,2739.18,2137.95,601.23
126,2023-08-22,1110,Tablet,Electronics,South,1,655.15,655.15,364.01,291.14
127,2023-04-12,1014,Headphones,Accessories,North,2,533.14,1066.28,719.65,346.63
128,2023-05-03,1170,Headphones,Accessories,North,2,754.73,1509.46,861.65,647.81
129,2023-08-06,1036,Headphones,Accessories,West,2,71.79,143.58,110.39,33.19
130,2023-07-17,1178,Mouse,Accessories,East,1,1173.42,1173.42,934.67,238.75
131,2023-02-20,1093,Laptop,Electronics,West,2,1420.78,2841.56,2208.72,632.84
132,2023-10-09,1095,Tablet,Electronics,West,1,198.94,198.94,122.19,76.75
133,2023-05-19,1079,Headphones,Accessories,East,2,1425.08,2850.16,1778.29,1071.87
134,2023-03-22,1054,Monitor,Electronics,South,3,447.68,1343.04,938.25,404.79
135,2023-09-10,1066,Tablet,Electronics,East,4,1442.28,5769.12,3827.85,1941.27
136,2023-06-26,1094,Phone,Electronics,West,1,1272.16,1272.16,840.87,431.29
137,2023-09-25,1147,Monitor,Electronics,South,3,116.23,348.69,218.6,130.09
138,2023-12-26,1032,Tablet,Electronics,West,1,1256.72,1256.72,702.54,554.18
139,2023-04-18,1198,Keyboard,Accessories,South,4,463.87,1855.48,1386.24,469.24
140,2023-05-03,1107,Keyboard,Accessories,South,5,579.44,2897.2,2311.15,586.05
141,2023-11-05,1036,Tablet,Electronics,East,1,1234.26,1234.26,622.48,611.78
142,2023-05-15,1041,Laptop,Electronics,South,2,49.6,99.2,74.08,25.12
143,2023-04-11,1069,Mouse,Accessories,East,2,1209.99,2419.98,1306.89,1113.09
144,2023-01-18,1159,Mouse,Accessories,North,4,171.23,684.92,527.35,157.57
145,2023-03-25,1127,Tablet,Electronics,West,3,38.62,115.86,69.2,46.66
146,2023-06-26,1029,Tablet,Electronics,East,3,932.98,2798.94,1891.63,907.31
147,2023-01-16,1081,Keyboard,Accessories,South,3,545.04,1635.12,1070.56,564.56
148,2023-05-01,1114,Tablet,Electronics,East,4,1417.76,5671.04,3691.7,1979.34
149,2023-08-01,1019,Tablet,Electronics,East,5,733.93,3669.65,2083.39,1586.26
150,2023-05-07,1191,Phone,Electronics,North,2,713.68,1427.36,886.92,540.44
151,2023-08-09,1028,Phone,Electronics,South,2,1151.19,2302.38,1470.57,831.81
152,2023-05-02,1155,Phone,Electronics,East,2,862.64,1725.28,977.85,747.43
153,2023-07-14,1077,Headphones,Accessories,North,1,1466.09,1466.09,1110.93,355.16
154,2023-08-23,1015,Keyboard,Accessories,North,1,843.25,843.25,644.34,198.91
155,2023-10-26,1177,Phone,Electronics,East,1,524.05,524.05,352.81,171.24
156,2023-09-15,1128,Keyboard,Accessories,West,5,1309.8,6549.0,5093.09,1455.91
157,2023-09-12,1102,Phone,Electronics,South,2,1383.44,2766.88,1785.48,981.4
158,2023-03-29,1093,Laptop,Electronics,North,5,1221.17,6105.85,4370.77,1735.08
159,2023-01-04,1107,Laptop,Electronics,North,1,95.22,95.22,59.96,35.26
160,2023-02-02,1003,Monitor,Electronics,North,4,1198.0,4792.0,3100.53,1691.47
161,2023-02-15,1137,Tablet,Electronics,West,5,1371.77,6858.85,3630.73,3228.12
162,2023-03-16,1001,Monitor,Electronics,West,3,272.64,817.92,637.11,180.81
163,2023-06-19,1170,Laptop,Electronics,West,5,1118.55,5592.75,2911.75,2681.0
164,2023-06-30,1187,Headphones,Accessories,West,5,389.04,1945.2,1459.91,485.29
165,2023-01-03,1147,Keyboard,Accessories,East,2,1463.39,2926.78,1935.9,990.88
166,2023-02-12,1061,Keyboard,Accessories,North,5,1439.22,7196.1,4219.41,2976.69
167,2023-09-04,1097,Laptop,Electronics,East,3,739.93,2219.79,1512.37,707.42
168,2023-04-12,1049,Phone,Electronics,South,3,1012.61,3037.83,2319.86,717.97
169,2023-03-24,1187,Laptop,Electronics,East,5,1281.97,6409.85,4362.14,2047.71
170,2023-08-12,1129,Keyboard,Accessories,South,5,756.15,3780.75,2925.29,855.46
171,2023-10-04,1108,Phone,Electronics,East,5,805.14,4025.7,3016.3,1009.4
172,2023-03-25,1170,Laptop,Electronics,North,4,1250.25,5001.0,3804.77,1196.23
173,2023-03-22,1012,Mouse,Accessories,East,5,1305.12,6525.6,3473.73,3051.87
174,2023-12-22,1036,Mouse,Accessories,North,2,112.79,225.58,129.53,96.05
175,2023-02-17,1166,Mouse,Accessories,South,1,443.14,443.14,330.05,113.09
176,2023-09-15,1147,Keyboard,Accessories,East,5,1126.19,5630.95,3774.11,1856.84
177,2023-09-19,1124,Monitor,Electronics,West,2,1482.0,2964.0,1841.62,1122.38
178,2023-12-18,1074,Phone,Electronics,West,4,1264.22,5056.88,2697.31,2359.57
179,2023-09-09,1074,Mouse,Accessories,West,4,209.13,836.52,610.72,225.8
180,2023-06-16,1155,Tablet,Electronics,East,5,1204.79,6023.95,3203.39,2820.56
181,2023-02-15,1003,Laptop,Electronics,South,3,859.71,2579.13,1387.14,1191.99
182,2023-04-08,1143,Tablet,Electronics,East,5,914.91,4574.55,2923.12,1651.43
183,2023-01-18,1077,Keyboard,Accessories,South,2,282.47,564.94,439.51,125.43
184,2023-08-02,1137,Mouse,Accessories,West,1,29.23,29.23,21.43,7.8
185,2023-12-18,1069,Monitor,Electronics,North,4,215.48,861.92,474.95,386.97
186,2023-06-30,1195,Monitor,Electronics,South,4,623.0,2492.0,1586.52,905.48
187,2023-04-22,1077,Tablet,Electronics,West,3,486.29,1458.87,1159.49,299.38
188,2023-10-27,1160,Mouse,Accessories,East,2,150.4,300.8,205.47,95.33
189,2023-06-20,1128,Keyboard,Accessories,West,5,1272.52,6362.6,4862.34,1500.26
190,2023-03-29,1047,Laptop,Electronics,North,1,1319.41,1319.41,670.37,649.04
191,2023-09-07,1083,Phone,Electronics,North,2,46.54,93.08,59.9,33.18
192,2023-03-05,1195,Mouse,Accessories,East,5,1435.01,7175.05,3893.98,3281.07
193,2023-12-26,1044,Tablet,Electronics,North,3,594.72,1784.16,1317.21,466.95
194,2023-09-25,1121,Headphones,Accessories,South,2,966.49,1932.98,1052.02,880.96
195,2023-08-29,1135,Keyboard,Accessories,East,5,1144.33,5721.65,3409.64,2312.01
196,2023-06-17,1002,Monitor,Electronics,East,2,30.06,60.12,38.64,21.48
197,2023-10-22,1039,Mouse,Accessories,West,2,1252.91,2505.82,1362.48,1143.34
198,2023-03-04,1031,Phone,Electronics,East,2,905.04,1810.08,1151.48,658.6
199,2023-10-17,1024,Headphones,Accessories,West,2,1259.9,2519.8,1536.58,983.22
200,2023-12-22,1107,Tablet,Electronics,West,2,935.71,1871.42,1171.93,699.49
201,2023-11-23,1121,Mouse,Accessories,North,1,633.47,633.47,439.53,193.94
202,2023-12-31,1108,Phone,Electronics,South,1,283.98,283.98,157.73,126.25
203,2023-07-07,1184,Laptop,Electronics,West,3,541.9,1625.7,835.84,789.86
204,2023-10-24,1142,Mouse,Accessories,North,5,1083.77,5418.85,3975.23,1443.62
205,2023-03-17,1129,Monitor,Electronics,West,2,886.1,1772.2,1124.89,647.31
206,2024-01-01,1145,Keyboard,Accessories,South,2,165.25,330.5,201.14,129.36
207,2023-05-07,1182,Keyboard,Accessories,North,2,205.1,410.2,256.82,153.38
208,2023-12-30,1080,Tablet,Electronics,South,4,486.29,1945.16,1140.6,804.56
209,2023-05-06,1085,Monitor,Electronics,West,3,1158.23,3474.69,2512.12,962.57
210,2023-03-06,1169,Monitor,Electronics,East,2,240.22,480.44,343.63,136.81
211,2023-11-15,1040,Mouse,Accessories,South,1,958.84,958.84,648.65,310.19
212,2023-01-01,1055,Headphones,Accessories,South,4,352.33,1409.32,957.44,451.88
213,2023-01-24,1046,Keyboard,Accessories,West,3,221.35,664.05,409.0,255.05
214,2023-06-13,1135,Keyboard,Accessories,South,1,1128.94,1128.94,759.47,369.47
215,2023-12-10,1110,Tablet,Electronics,South,5,976.3,4881.5,3175.91,1705.59
216,2023-05-19,1126,Phone,Electronics,South,2,1078.57,2157.14,1249.57,907.57
217,2023-07-24,1054,Phone,Electronics,East,3,1065.55,3196.65,2411.41,785.24
218,2023-03-02,1166,Phone,Electronics,East,1,608.14,608.14,472.68,135.46
219,2023-05-12,1193,Keyboard,Accessories,West,5,1356.08,6780.4,5053.29,1727.11
220,2023-11-26,1081,Mouse,Accessories,East,5,595.44,2977.2,2184.6,792.6
221,2023-10-28,1067,Monitor,Electronics,North,2,1397.2,2794.4,1668.93,1125.47
222,2023-05-10,1021,Keyboard,Accessories,North,4,564.84,2259.36,1493.5,765.86
223,2023-01-05,1191,Mouse,Accessories,West,1,831.52,831.52,449.8,381.72
224,2023-10-31,1080,Headphones,Accessories,South,3,979.68,2939.04,2115.08,823.96
225,2023-04-27,1070,Laptop,Electronics,East,1,902.53,902.53,615.28,287.25
226,2023-11-16,1120,Keyboard,Accessories,West,4,571.59,2286.36,1376.42,909.94
227,2023-05-14,1070,Monitor,Electronics,East,1,255.32,255.32,194.8,60.52
228,2023-01-17,1174,Tablet,Electronics,South,1,1452.23,1452.23,918.22,534.01
229,2023-01-29,1164,Laptop,Electronics,South,5,943.48,4717.4,3744.62,972.78
230,2023-02-13,1198,Mouse,Accessories,South,4,742.95,2971.8,1819.37,1152.43
231,2023-09-09,1153,Mouse,Accessories,North,4,551.37,2205.48,1162.99,1042.49
232,2023-09-05,1012,Mouse,Accessories,East,4,207.78,831.12,644.44,186.68
233,2023-08-19,1105,Monitor,Electronics,North,5,984.47,4922.35,2963.08,1959.27
234,2023-09-12,1109,Keyboard,Accessories,East,2,851.58,1703.16,1083.95,619.21
235,2023-12-10,1102,Keyboard,Accessories,West,5,1164.04,5820.2,4435.5,1384.7
236,2023-10-02,1180,Monitor,Electronics,South,1,1275.32,1275.32,972.45,302.87
237,2023-05-23,1174,Headphones,Accessories,North,3,868.79,2606.37,1438.73,1167.64
238,2023-07-17,1080,Laptop,Electronics,East,3,1091.63,3274.89,2148.65,1126.24
239,2023-12-11,1057,Laptop,Electronics,South,1,1142.53,1142.53,592.06,550.47
240,2023-11-17,1033,Headphones,Accessories,South,1,1100.7,1100.7,779.77,320.93
241,2023-04-03,1189,Laptop,Electronics,East,3,838.61,2515.83,1979.17,536.66
242,2023-07-08,1151,Keyboard,Accessories,South,1,646.29,646.29,348.79,297.5
243,2023-01-22,1043,Mouse,Accessories,East,1,1166.72,1166.72,778.25,388.47
244,2023-08-11,1105,Monitor,Electronics,West,1,1443.44,1443.44,755.78,687.66
245,2023-03-30,1177,Keyboard,Accessories,North,2,1145.3,2290.6,1576.37,714.23
246,2023-01-15,1185,Mouse,Accessories,West,3,1463.95,4391.85,2356.04,2035.81
247,2023-05-25,1046,Mouse,Accessories,South,1,877.04,877.04,587.82,289.22
248,2023-03-25,1174,Headphones,Accessories,East,1,201.11,201.11,128.75,72.36
249,2023-07-31,1191,Laptop,Electronics,East,4,387.61,1550.44,1091.24,459.2
250,2023-01-31,1109,Phone,Electronics,West,3,518.67,1556.01,1173.02,382.99
251,2023-01-23,1193,Keyboard,Accessories,North,2,1083.14,2166.28,1645.96,520.32
252,2023-12-07,1011,Tablet,Electronics,North,5,40.0,200.0,110.79,89.21
253,2023-08-26,1008,Laptop,Electronics,West,3,1154.53,3463.59,2636.15,827.44
254,2023-01-01,1160,Mouse,Accessories,East,2,21.45,42.9,25.78,17.12
255,2023-04-07,1004,Headphones,Accessories,West,5,1120.74,5603.7,3737.92,1865.78
256,2023-11-14,1064,Phone,Electronics,South,1,775.4,775.4,574.29,201.11
257,2023-07-21,1028,Monitor,Electronics,North,2,1413.42,2826.84,1682.79,1144.05
258,2023-05-13,1111,Phone,Electronics,South,4,1317.29,5269.16,3935.36,1333.8
259,2023-01-18,1108,Phone,Electronics,South,5,945.35,4726.75,3221.38,1505.37
260,2023-04-27,1074,Headphones,Accessories,South,3,984.27,2952.81,1820.67,1132.14
261,2023-08-06,1090,Phone,Electronics,South,1,46.08,46.08,32.57,13.51
262,2023-10-26,1071,Phone,Electronics,North,1,692.09,692.09,552.44,139.65
263,2023-11-16,1181,Laptop,Electronics,North,2,1461.7,2923.4,1719.34,1204.06
264,2023-07-08,1095,Keyboard,Accessories,West,1,1083.3,1083.3,652.34,430.96
265,2023-01-27,1011,Phone,Electronics,East,4,1184.44,4737.76,3543.47,1194.29
266,2023-11-16,1093,Tablet,Electronics,North,5,1358.81,6794.05,4413.17,2380.88
267,2023-06-17,1181,Laptop,Electronics,South,2,115.29,230.58,146.57,84.01
268,2023-02-12,1116,Monitor,Electronics,East,5,962.95,4814.75,3325.78,1488.97
269,2023-01-30,1087,Headphones,Accessories,North,5,169.72,848.6,655.28,193.32
270,2023-04-05,1037,Keyboard,Accessories,North,5,1377.09,6885.45,4802.83,2082.62
271,2023-02-15,1065,Keyboard,Accessories,North,5,472.08,2360.4,1705.29,655.11
272,2023-02-23,1104,Mouse,Accessories,East,1,962.63,962.63,607.74,354.89
273,2023-04-30,1153,Laptop,Electronics,West,2,174.6,349.2,215.88,133.32
274,2023-04-30,1161,Laptop,Electronics,West,3,93.39,280.17,182.7,97.47
275,2023-04-01,1029,Keyboard,Accessories,West,2,543.21,1086.42,829.35,257.07
276,2023-12-01,1002,Tablet,Electronics,South,1,362.81,362.81,246.44,116.37
277,2023-02-06,1099,Monitor,Electronics,North,4,1280.6,5122.4,3152.81,1969.59
278,2023-09-20,1106,Headphones,Accessories,North,2,1208.56,2417.12,1790.88,626.24
279,2023-08-29,1008,Monitor,Electronics,West,3,1118.55,3355.65,2257.23,1098.42
280,2023-01-07,1100,Laptop,Electronics,North,5,1030.58,5152.9,2998.33,2154.57
281,2023-12-28,1077,Tablet,Electronics,North,2,1221.54,2443.08,1871.22,571.86
282,2023-10-04,1007,Phone,Electronics,South,4,1053.26,4213.04,2507.44,1705.6
283,2023-04-02,1066,Mouse,Accessories,East,5,1267.82,6339.1,3548.89,2790.21
284,2023-09-17,1149,Keyboard,Accessories,West,3,844.9,2534.7,1619.25,915.45
285,2023-03-21,1054,Keyboard,Accessories,North,1,1485.93,1485.93,820.78,665.15
286,2023-10-25,1007,Phone,Electronics,South,4,1351.21,5404.84,2901.2,2503.64
287,2023-08-26,1144,Keyboard,Accessories,North,4,1066.97,4267.88,3283.08,984.8
288,2023-01-06,1077,Phone,Electronics,North,5,205.4,1027.0,544.68,482.32
289,2023-04-10,1130,Headphones,Accessories,West,4,1146.88,4587.52,3555.22,1032.3
290,2023-07-09,1128,Phone,Electronics,North,3,814.26,2442.78,1709.14,733.64
291,2023-12-23,1037,Headphones,Accessories,West,5,1076.97,5384.85,2784.05,2600.8
292,2023-05-04,1119,Headphones,Accessories,West,4,735.05,2940.2,1596.96,1343.24
293,2023-12-17,1196,Headphones,Accessories,South,2,1329.42,2658.84,1700.92,957.92
294,2023-03-13,1028,Phone,Electronics,East,4,893.75,3575.0,2596.65,978.35
295,2023-10-22,1088,Phone,Electronics,North,3,1035.37,3106.11,1918.49,1187.62
296,2023-03-01,1071,Phone,Electronics,North,3,1453.37,4360.11,3215.71,1144.4
297,2023-10-20,1029,Tablet,Electronics,East,1,135.57,135.57,88.33,47.24
298,2023-04-17,1095,Monitor,Electronics,North,5,282.43,1412.15,731.48,680.67
299,2023-12-22,1159,Headphones,Accessories,South,3,1004.49,3013.47,2228.72,784.75
300,2023-12-05,1136,Monitor,Electronics,East,3,733.0,2199.0,1515.83,683.17
301,2023-02-28,1160,Monitor,Electronics,South,2,1215.19,2430.38,1866.35,564.03
302,2023-03-28,1069,Laptop,Electronics,South,1,1405.74,1405.74,726.26,679.48
303,2023-05-24,1144,Tablet,Electronics,West,5,1108.6,5543.0,3268.68,2274.32
304,2023-03-28,1013,Mouse,Accessories,West,5,1161.85,5809.25,3330.05,2479.2
305,2023-03-10,1095,Tablet,Electronics,East,3,664.16,1992.48,1122.67,869.81
306,2023-03-22,1192,Headphones,Accessories,East,4,1394.27,5577.08,3881.62,1695.46
307,2023-03-27,1157,Laptop,Electronics,North,5,302.51,1512.55,958.58,553.97
308,2023-05-30,1044,Tablet,Electronics,West,2,1245.77,2491.54,1389.81,1101.73
309,2023-06-10,1032,Monitor,Electronics,North,4,1149.13,4596.52,3450.68,1145.84
310,2023-02-25,1163,Mouse,Accessories,North,1,186.5,186.5,136.0,50.5
311,2023-09-29,1118,Keyboard,Accessories,South,1,433.24,433.24,291.07,142.17
312,2023-01-24,1054,Mouse,Accessories,East,1,1155.48,1155.48,649.98,505.5
313,2023-02-21,1026,Keyboard,Accessories,North,3,1107.17,3321.51,2126.9,1194.61
314,2023-10-16,1110,Headphones,Accessories,North,3,562.37,1687.11,1147.71,539.4
315,2023-04-03,1132,Mouse,Accessories,North,4,448.04,1792.16,1004.28,787.88
316,2023-03-13,1052,Keyboard,Accessories,East,1,1231.45,1231.45,804.59,426.86
